Code	Order	Family	Genus	Species
WHNV	Lamiales	Lamiaceae	Micromeria	Micromeria_fruticosa
FUMQ	Lamiales	Lamiaceae	Nepeta	Nepeta_cataria
GNPX	Lamiales	Lamiaceae	Oxera	Oxera_neriifolia
RTNA	Lamiales	Lamiaceae	Oxera	Oxera_pulchella
GETL	Lamiales	Lamiaceae	Pogostemon	Pogostemon_sp
XMBA	Lamiales	Lamiaceae	Poliomintha	Poliomintha_bustamanta
PHCE	Lamiales	Lamiaceae	Prunella	Prunella_vulgaris
DYFF	Lamiales	Lamiaceae	Pycnanthemum	Pycnanthemum_tenuifolium
FDMM	Lamiales	Lamiaceae	Rosmarinus	Rosmarinus_officinalis
EQDA	Lamiales	Lamiaceae	Salvia	Salvia_spp
ATYL	Lamiales	Lamiaceae	Scutellaria	Scutellaria_montana
BAHE	Lamiales	Lamiaceae	Solenostemon	Solenostemon_scutellarioides
LRRR	Lamiales	Lamiaceae	Teucrium	Teucrium_chamaedrys
IYDF	Lamiales	Lamiaceae	Thymus	Thymus_vulgaris
DMLT	Lamiales	Lamiaceae	Vitex	Vitex_agnus-castus
MXFG	Lamiales	Lentibulariaceae	Pinguicula	Pinguicula_agnata
JCMU	Lamiales	Lentibulariaceae	Pinguicula	Pinguicula_caudata
HRUR	Lamiales	Lentibulariaceae	Utricularia	Utricularia_sp
KTAR	Lamiales	Oleaceae	Chionanthus	Chionanthus_retusus
UEEN	Lamiales	Oleaceae	Forestiera	Forestiera_segregata
MZLD	Lamiales	Oleaceae	Ligustrum	Ligustrum_sinense
TORX	Lamiales	Oleaceae	Olea	Olea_europaea
YZGX	Lamiales	Oleaceae	unknown	unknown
FAMO	Lamiales	Orobanchaceae	conopholis	Conopholis_americana
FROP	Lamiales	Orobanchaceae	Epifagus	Epifagus_virginiana
URZI	Lamiales	Orobanchaceae	Epifagus	Epifagus_virginiana
XMOG	Lamiales	Orobanchaceae	Epifagus	Epifagus_virginiana
EJCM	Lamiales	Orobanchaceae	Lindenbergia	Lindenbergia_philippensis
WUZV	Lamiales	Orobanchaceae	Lindenbergia	Lindenbergia_philippensis
ZVFS	Lamiales	Orobanchaceae	Lindenbergia	Lindenbergia_philippensis
PHOQ	Lamiales	Orobanchaceae	Orobanche	Orobanche_fasciculata
VTOK	Lamiales	Orobanchaceae	Orobanche	Orobanche_fasciculata
VYDM	Lamiales	Orobanchaceae	Orobanche	Orobanche_fasciculata
OWAS	Lamiales	Orobanchaceae	Rehmannia	Rehmannia_glutinosa
UMUL	Lamiales	Paulowniaceae	Paulownia	Paulownia_fargesii
ZRIN	Lamiales	Pedaliaceae	Uncarina	Uncarina_grandidieri
YRHD	Lamiales	Plantaginaceae	Antirrhinum	Antirrhinum_braun-blanquetii
EBOL	Lamiales	Plantaginaceae	Antirrhinum	Antirrhinum_majus
TPUT	Lamiales	Plantaginaceae	Antirrhinum	Antirrhinum_majus
XISJ	Lamiales	Plantaginaceae	Antirrhinum	Antirrhinum_majus
CLRW	Lamiales	Plantaginaceae	Bacopa	Bacopa_caroliniana
GNRI	Lamiales	Plantaginaceae	Digitalis	Digitalis_purpurea
DCVZ	Lamiales	Plantaginaceae	Plantago	Plantago_coronopus
YKZB	Lamiales	Plantaginaceae	Plantago	Plantago_maritima
PTBJ	Lamiales	Plantaginaceae	Plantago	Plantago_virginica
CWLL	Lamiales	Schlegeliaceae	Schlegelia	Schlegelia_parasitica
GAKQ	Lamiales	Schlegeliaceae	Schlegelia	Schlegelia_parasitica
EDXZ	Lamiales	Schlegeliaceae	Schlegelia	Schlegelia_violacea
WOHL	Lamiales	Schlegeliaceae	Schlegelia	Schlegelia_violacea
EJBY	Lamiales	Scrophulariaceae	Anticharis	Anticharis_glandulosa
XRLM	Lamiales	Scrophulariaceae	Buddleja	Buddleja_lindleyana
GRFT	Lamiales	Scrophulariaceae	Buddleja	Buddleja_sp
SIBR	Lamiales	Scrophulariaceae	Celsia	Celsia_arcturus
XXYA	Lamiales	Scrophulariaceae	Verbascum	Verbascum_sp
COBX	Lamiales	Tetrachondraceae	Polypremum	Polypremum_procumbens
PSHB	Lamiales	Verbenaceae	Lantana	Lantana_camara
MQIV	Lamiales	Verbenaceae	Phyla	Phyla_dulcis
GCFE	Lamiales	Verbenaceae	Verbena	Verbena_hastata
CLMX	Escalloniales	Escalloniaceae	Escallonia	Escallonia_rubra
CLNU	Escalloniales	Escalloniaceae	Escallonia	Escallonia_sp_cv_Newport
